"Proud af, they are in the top 50 songs worldwide omfg !! <3333333333333333333"
2M likes in less than 1 week 👏👏👏👏
They talked about BTS in a very famous TV Channel in France ! :D
"41,466,518 views\nJUST WOKE UP AND SAW IT yayyyy\nHappy 2 MIL likes"
Yassss my craazy fam achieved 2 million likes in just 3 dayss omggg
CONGRATZ TO BIGHIT FOR 6M SUBCRIBERS!!!!!!
14 trending on Vietnam
this deadass makes me feel both dead and alive at the same time
GUYS WE CAN MAKE IT TILL 100M SOON LEGGO STREAM
41 m views. 2 m likes. Wohooo. Power of Bangtan and Armys. Strong Power thank you.
Stream and vote for billboard hot 100!!!
Have stream this for almost one day because it is too addicted
"2 million likes! We did it, ARMY! BTS best band and ARMY best fandom!!!!"
VOTE FOR BTS #DNA  on M COUNTDOWN http://mwave.interest.me/mcountdown/vote/preVote 17.09.22 ~ 17.09.25
Oh man Holy shiteuuuu😂.......2M likes mannnnn🎉👏👏.....Let's hit 3M next and then 4M👍👌and then maybe infinite LOL😂
Let's keep up the good work ARMY :) Teamwork makes the dream work.
This is my new favourite song☺️😍
EVERYONE KEEP STREAMING AND TRY TO GET TO 50M+ TODAY. We CAN DO IT\n\nFIGHTING!
l like the song
2M LIKES!! So proud of all the army's and my boys ♥️♥️♥️
2m likes in 3 days.....  😎😆❤ where are you haters? !!!
Will you make a dance cover for this?
"2M likes 41M views 6M subscribers 74K dislikes (wow thank you sm dislikers for increasing the views but if u are going to watch this and dislike, please just don't watch it at all. I appreciated it, Thank you!:))🌸"
It'so amazing.. love this song ..
"For Billboard and Hot 100 !!! \nhttps://twitter.com/BTS_Billboard/status/910602260211572736 \nBUY DNA, ARMY using PC, Mac, Android, iOS, on iTunes, Google Play, Amazon; \nSTREAM on Spotify, Apple Msc, Amazon Msc, Tidal"
Is there ever gonna be a choreography video :')
Guys help me where can i dwnload their album?
I like it again and again
KOOKIE LOVE you
Omo 👏👏👏👏\n41m🎉🎊🎊\n2m like🎉🎉🎉\nFighting army✊\n#army\n💖💖💖💖💖
Speed : 1.25 LISTEN CAREFULLY OMG ITS AMAZING
Army you're stay??
#9 trending in the philippines.. Magbunyi!!
2millions jaime ennnfin feifing
Bts
2M likes😍
man V is awesome
17Th trending in indonesia
41.5 million views👀👏👏
40 million watching and 2 million likes
41.500.671 visualizaciones\n\nhagamos 42!!!!
😘😘😘😘😘😘
❤
Im takin over you ooh ooh ooh
IMF SCREAMING
Kerennn
"41,491,788"
Bts
STILL TRENDING HERE IN PHILIPPINES!!! ARMYYYYYY!!!!!!!!!
2M😍😍😍😍😍😍
2 MILLION LIKES. CONGRATULATIONS ARMY 🎊 🎊 🎊 🎊 🎊 AND BTS
17TH Trending In Indonesia
"I love u, BTS eoqkr whssk Wjffjdy😘😘😍🙌🏻"
"GUYS, TWO MILLION CLUB"
2 million likes omfg
♥ ♥ ♥ ♥ ♥ ♥ ♥
Fighting ✊❤
2M LIKESSSSS
lahfkahflsbifhwienslfjkw 41.M VIEWS IN 3 DAYS HOLY SLANB B IS OFB B BD
Happy 2M likes 🎊🎉 Keep streaming ARMY 🔜 50M views 💪💪💪
2m likes!
THEIR OUTFITS GIVE ME LAIFFFF ❤️
😻 las amo 😘
💛💛💛💛💛💛
41.4M
*AGGRESSIVELY BODY ROLLS*
BANGTAN! FIGHTING!!
Hay vãi cức
JIMIIIN 🔥🔥🔥🔥
😱😱😱😱😱Fighitng......fighting
We ain't streaming fast enough
Absolutely everything is perfect. Especially the La La La
SAW THIS WHEN IT CAME OUT AND FORGOT TO COMMENT BUT yesss slaaaay after all of my heart attacks i am proud to be here today and say that im at army ❤😻 much love been here a long ass time and keep fucking slaying oh and armys hellooo they growing up so fast omg
OMGGGGG on jungkook's angles omgggg I dead in there
great COME BACK please have a fan meeting here in the Philippines\n#COMEBACK
I'm praying BTS will debut in Hot100
41 million guys!!Lets go for 50 fam!!Thank you for streaming!
2m likes 😭😭💖
*JHOPEEEEEEEEEEEEEEEEEEEEEEE*
Oha çoksellll❤️❤️
KEEP STREAMING UNTIL 100Mx  !!!
"2 million likes dAMN THIS FANDOM, AGHH💯💓"
2M likes omg so proud
Love U
¡2M LIKES!  WOOOW 💘
💙💙
2 MILLION LIKES ACHIEVED
3 days 41M yeah yeah yeah 😗😗😗
BTS !!!!!
#14 trending in *MY*
Vamos por los 50M army
Vote bts on Mcountdown!! Spread the word ☺️
Vote for BTS on MCountdown!! We are first place with the album let's keep the place! ☺️
"since all the comments are English i might as well share a crappy story : so my friend is obsessed with BTS, like really obsessed, she always writes about how she wants to marry Suga and min yoongi (whoever they are lol), so we were in school when this video was due to come out and she was upset we couldn't see it, we were in a lesson were we just organized our tests and homework, the teacher wouldn't allow us to go on the computer, eventually she got bored of my friends freaking out at let us, the video was due to comes out when lunch started and the lesson ended (12:00) we waited until the bell rang and then we refreshed the page, and it was there, we clicked on it so fast, we were one of the first 5 to watch it apparently, i watched for a minute and then left for lunch, apparently she re-watched it like three times and was late as hell to lunch, and now i may possibly be killing the re play button (i swear do not like this people that brings it closer to the top heightening her chances of seeing this, she will make so much fun of me because i used to hate her obsession now im developing it 😓😓)"
"Well, is just my imagination or Jin has more lines, what do you think?"
2MILLION LIKES IN JUST 5 DAYS
The one guy looks gay tbh 😂
How many views we reach yesterday?
"i dreamed that they mentioned dna on German tv news lol,  is this the aftereffect from streaming?"
Fuck you BTS\n\n\n\n\n\nLet the hate come
