"VIDEO_ID","TITLE","CHANNEL_TITLE","CATEGORY_ID","TAGS","VIEWS","LIKES","DISLIKES","COMMENT_TOTAL","THUMBNAIL_LINK","UPLOADDATE"
"CwLGro-dFWg","Charlie Puth – How Long [Official Audio]","Charlie Puth",10,"charlie puth|voicenotes|how long|charlie puth how long|charlie puth voicenotes|charlie puth attention|puth how long|voicenotes puth|official audio|charlie puth - how long|charlie puth - voicenotes|charlie how long|charlie voicenotes|how long voicenotes|how long attention|charlie puth - attention|how long official|charlie puth how long official|atlantic records|artist partner group|apg",2650679,168019,1155,11515,"https://i.ytimg.com/vi/CwLGro-dFWg/default.jpg","100"
"8hP6WROycAU","One More Light (Official Lyric Video) - Linkin Park","Linkin Park",10,"Linkin Park|One More Light|Lyrics|Lyric Video|Official",2138733,172373,1195,11752,"https://i.ytimg.com/vi/8hP6WROycAU/default.jpg","8.1"
"D1IBXE2G6zw","Lin-Manuel Miranda - Almost Like Praying feat Artists for Puerto Rico [Music Video]","Atlantic Records",10,"music|official|music video|lin-manual miranda|almost like praying|Marc Anthony|atlantic records|warner music group|Alex Lacamoire|Ana Villafañe|Anthony Ramos|Camila Cabello|Dessa|Ednita Nazario|Fat Joe|Gilberto|Santa Rosa|Gina Rodriguez|Gloria Estefan|Jennifer Lopez|Joell Ortiz|Juan Luis Guerra|Luis Fonsi|Pedro Capó|PJ Sin Suela|Rita Moreno|Rubén Blades|Tommy Torres|Hispanic Federation UNIDOS Fund|puerto rico",2237997,83299,2554,6949,"https://i.ytimg.com/vi/D1IBXE2G6zw/default.jpg","9.1"
"J7MYJ8Kxhwc","NF - Outcast","NFVEVO",10,"NF|Outcast|Real|Music|Hip|Hop",842655,50004,795,5669,"https://i.ytimg.com/vi/J7MYJ8Kxhwc/default.jpg","9.1"
"D1IBXE2G6zw","Lin-Manuel Miranda - Almost Like Praying feat Artists for Puerto Rico [Music Video]","Atlantic Records",10,"music|official|music video|lin-manual miranda|almost like praying|Marc Anthony|atlantic records|warner music group|Alex Lacamoire|Ana Villafañe|Anthony Ramos|Camila Cabello|Dessa|Ednita Nazario|Fat Joe|Gilberto|Santa Rosa|Gina Rodriguez|Gloria Estefan|Jennifer Lopez|Joell Ortiz|Juan Luis Guerra|Luis Fonsi|Pedro Capó|PJ Sin Suela|Rita Moreno|Rubén Blades|Tommy Torres|Hispanic Federation UNIDOS Fund|puerto rico",1802878,71780,2124,5772,"https://i.ytimg.com/vi/D1IBXE2G6zw/default.jpg","8.1"
"J7MYJ8Kxhwc","NF - Outcast","NFVEVO",10,"NF|Outcast|Real|Music|Hip|Hop",653747,43821,615,6172,"https://i.ytimg.com/vi/J7MYJ8Kxhwc/default.jpg","8.1"
"hhREiAarjVY","Sam Smith - Pray (Official Audio)","SamSmithWorldVEVO",10,"pray|sam smith pray|sam smith|sam smith too good at goodbyes|stay with me",3271305,154628,1376,8821,"https://i.ytimg.com/vi/hhREiAarjVY/default.jpg","8.1"
"CwLGro-dFWg","Charlie Puth – How Long [Official Audio]","Charlie Puth",10,"charlie puth|voicenotes|how long|charlie puth how long|charlie puth voicenotes|charlie puth attention|puth how long|voicenotes puth|official audio|charlie puth - how long|charlie puth - voicenotes|charlie how long|charlie voicenotes|how long voicenotes|how long attention|charlie puth - attention|how long official|charlie puth how long official|atlantic records|artist partner group|apg",2177310,156180,1011,13217,"https://i.ytimg.com/vi/CwLGro-dFWg/default.jpg","8.1"
"CwLGro-dFWg","Charlie Puth – How Long [Official Audio]","Charlie Puth",10,"charlie puth|voicenotes|how long|charlie puth how long|charlie puth voicenotes|charlie puth attention|puth how long|voicenotes puth|official audio|charlie puth - how long|charlie puth - voicenotes|charlie how long|charlie voicenotes|how long voicenotes|how long attention|charlie puth - attention|how long official|charlie puth how long official|atlantic records|artist partner group|apg",1578921,135599,809,12107,"https://i.ytimg.com/vi/CwLGro-dFWg/default.jpg","7.1"
"8hP6WROycAU","One More Light (Official Lyric Video) - Linkin Park","Linkin Park",10,"Linkin Park|One More Light|Lyrics|Lyric Video|Official",1911020,165624,1101,11456,"https://i.ytimg.com/vi/8hP6WROycAU/default.jpg","7.1"
"hhREiAarjVY","Sam Smith - Pray (Official Audio)","SamSmithWorldVEVO",10,"pray|sam smith pray|sam smith|sam smith too good at goodbyes|stay with me",2370549,132138,1025,7705,"https://i.ytimg.com/vi/hhREiAarjVY/default.jpg","7.1"
"APHgDFRpCi0","J Balvin, Willy William - Mi Gente featuring Beyoncé ft. Beyoncé","jbalvinVEVO",10,"Balvin|Willy|William|Mi|Gente|featuring|Beyoncé|EMI|Latin|(LAT)|Latino|Beyonce|Cristiano Ronaldo|Llane Piso|Malu Trevejo|Neymar|Annita|Gianluca Vacchi|Yandel|David Guetta|Martin Garrix|DanceOn|Dj Pope|Diplo|Offical Video|Video Oficial|J Balvin|Mi Gente Remix|Tiesto|Cedric Gervais|Steve Aoki|Bad Bunny|Magga Braco|Jesse & Joy|Lele Pons|Silvestre dangond|Dj Luian|Matt Steffanina|Jean Rodriguez|36",13077467,430513,22775,33386,"https://i.ytimg.com/vi/APHgDFRpCi0/default.jpg","5.1"
"CwLGro-dFWg","Charlie Puth – How Long [Official Audio]","Charlie Puth",10,"charlie puth|voicenotes|how long|charlie puth how long|charlie puth voicenotes|charlie puth attention|puth how long|voicenotes puth|official audio|charlie puth - how long|charlie puth - voicenotes|charlie how long|charlie voicenotes|how long voicenotes|how long attention|charlie puth - attention|how long official|charlie puth how long official|atlantic records|artist partner group|apg",609764,80541,476,8544,"https://i.ytimg.com/vi/CwLGro-dFWg/default.jpg","6.1"
"8hP6WROycAU","One More Light (Official Lyric Video) - Linkin Park","Linkin Park",10,"Linkin Park|One More Light|Lyrics|Lyric Video|Official",1653625,156180,975,10745,"https://i.ytimg.com/vi/8hP6WROycAU/default.jpg","6.1"
"5Wiio4KoGe8","Maroon 5 - What Lovers Do ft. SZA","Maroon5VEVO",10,"Maroon|What|Lovers|Do|222|Records/Interscope|Records|Pop",7481942,240499,4744,12593,"https://i.ytimg.com/vi/5Wiio4KoGe8/default.jpg","4.1"
"8rhb5wTCero","dodie - 6/10","dodieVEVO",10,"dodie|6/10|Ditto|Music|Singer-Songwriter",575963,87616,566,7556,"https://i.ytimg.com/vi/8rhb5wTCero/default.jpg","4.1"
"8hP6WROycAU","One More Light (Official Lyric Video) - Linkin Park","Linkin Park",10,"Linkin Park|One More Light|Lyrics|Lyric Video|Official",1374034,143615,814,10020,"https://i.ytimg.com/vi/8hP6WROycAU/default.jpg","5.1"
"8hP6WROycAU","One More Light (Official Lyric Video) - Linkin Park","Linkin Park",10,"Linkin Park|One More Light|Lyrics|Lyric Video|Official",823749,111846,500,8275,"https://i.ytimg.com/vi/8hP6WROycAU/default.jpg","4.1"
"APHgDFRpCi0","J Balvin, Willy William - Mi Gente featuring Beyoncé","jbalvinVEVO",10,"Balvin|Willy|William|Mi|Gente|featuring|Beyoncé|EMI|Latin|(LAT)|Latino|Beyonce|Cristiano Ronaldo|Llane Piso|Malu Trevejo|Neymar|Annita|Gianluca Vacchi|Yandel|David Guetta|Martin Garrix|DanceOn|Dj Pope|Diplo|Offical Video|Video Oficial|J Balvin|Mi Gente Remix|Tiesto|Cedric Gervais|Steve Aoki|Bad Bunny|Magga Braco|Jesse & Joy|Lele Pons|Silvestre dangond|Dj Luian|Matt Steffanina|Jean Rodriguez|36",12254591,417924,22007,33233,"https://i.ytimg.com/vi/APHgDFRpCi0/default.jpg","4.1"
"KPqtlI3aJIE","Sam Smith - Too Good At Goodbyes (Live From Hackney Round Chapel)","SamSmithWorldVEVO",10,"Sam|Smith|Too|Good|At|Goodbyes|Capitol|Pop",2781365,124979,861,5174,"https://i.ytimg.com/vi/KPqtlI3aJIE/default.jpg","4.1"
"APHgDFRpCi0","J Balvin, Willy William - Mi Gente featuring Beyoncé","jbalvinVEVO",10,"Balvin|Willy|William|Mi|Gente|featuring|Beyoncé|EMI|Latin|(LAT)|Latino|Beyonce|Cristiano Ronaldo|Llane Piso|Malu Trevejo|Neymar|Annita|Gianluca Vacchi|Yandel|David Guetta|Martin Garrix|DanceOn|Dj Pope|Diplo|Offical Video|Video Oficial|J Balvin|Mi Gente Remix|Tiesto|Cedric Gervais|Steve Aoki|Bad Bunny|Magga Braco|Jesse & Joy|Lele Pons|Silvestre dangond|Dj Luian|Matt Steffanina|Jean Rodriguez|36",11576213,405884,21112,32444,"https://i.ytimg.com/vi/APHgDFRpCi0/default.jpg","3.1"
"KPqtlI3aJIE","Sam Smith - Too Good At Goodbyes (Live From Hackney Round Chapel)","SamSmithWorldVEVO",10,"Sam|Smith|Too|Good|At|Goodbyes|Capitol|Pop",2571370,121651,816,6031,"https://i.ytimg.com/vi/KPqtlI3aJIE/default.jpg","3.1"
"5Wiio4KoGe8","Maroon 5 - What Lovers Do ft. SZA","Maroon5VEVO",10,"Maroon|What|Lovers|Do|222|Records/Interscope|Records|Pop",6322059,226121,4376,11882,"https://i.ytimg.com/vi/5Wiio4KoGe8/default.jpg","3.1"
"8rhb5wTCero","dodie - 6/10","dodieVEVO",10,"dodie|6/10|Ditto|Music|Singer-Songwriter",536349,84588,527,7272,"https://i.ytimg.com/vi/8rhb5wTCero/default.jpg","3.1"
"APHgDFRpCi0","J Balvin, Willy William - Mi Gente featuring Beyoncé","jbalvinVEVO",10,"Balvin|Willy|William|Mi|Gente|featuring|Beyoncé|EMI|Latin|(LAT)|Latino|Beyonce|Cristiano Ronaldo|Llane Piso|Malu Trevejo|Neymar|Annita|Gianluca Vacchi|Yandel|David Guetta|Martin Garrix|DanceOn|Dj Pope|Diplo|Offical Video|Video Oficial|J Balvin|Mi Gente Remix|Tiesto|Cedric Gervais|Steve Aoki|Bad Bunny|Magga Braco|Jesse & Joy|Lele Pons|Silvestre dangond|Dj Luian|Matt Steffanina|Jean Rodriguez|36",10736487,389230,19957,31269,"https://i.ytimg.com/vi/APHgDFRpCi0/default.jpg","2.1"
"KPqtlI3aJIE","Sam Smith - Too Good At Goodbyes (Live From Hackney Round Chapel)","SamSmithWorldVEVO",10,"Sam|Smith|Too|Good|At|Goodbyes|Capitol|Pop",2318484,116997,756,5604,"https://i.ytimg.com/vi/KPqtlI3aJIE/default.jpg","2.1"
"5Wiio4KoGe8","Maroon 5 - What Lovers Do ft. SZA","Maroon5VEVO",10,"Maroon|What|Lovers|Do|222|Records/Interscope|Records|Pop",5132921,209456,3985,11279,"https://i.ytimg.com/vi/5Wiio4KoGe8/default.jpg","2.1"
"8rhb5wTCero","dodie - 6/10","dodieVEVO",10,"dodie|6/10|Ditto|Music|Singer-Songwriter",489193,80492,481,8374,"https://i.ytimg.com/vi/8rhb5wTCero/default.jpg","2.1"
"AoQMHzkj2x0","ZAYN - Dusk Till Dawn ft. Sia (SING OFF vs. Madison Beer)","Conor Maynard",10,"conor maynard|madison beer|sing off|conor maynard madison beer|conor maynard cover|zayn|sia|zayn sia|zayn dusk till dawn|zayn sia dusk till dawn|conor maynard sing off|madison beer sing off",5326424,389273,4033,16585,"https://i.ytimg.com/vi/AoQMHzkj2x0/default.jpg","30.09"
"APHgDFRpCi0","J Balvin, Willy William - Mi Gente featuring Beyoncé","jbalvinVEVO",10,"Balvin|Willy|William|Mi|Gente|featuring|Beyoncé|EMI|Latin|(LAT)|Latino|Beyonce|Cristiano Ronaldo|Llane Piso|Malu Trevejo|Neymar|Annita|Gianluca Vacchi|Yandel|David Guetta|Martin Garrix|DanceOn|Dj Pope|Diplo|Offical Video|Video Oficial|J Balvin|Mi Gente Remix|Tiesto|Cedric Gervais|Steve Aoki|Bad Bunny|Magga Braco|Jesse & Joy|Lele Pons|Silvestre dangond|Dj Luian|Matt Steffanina|Jean Rodriguez|36",9629935,363535,18213,28317,"https://i.ytimg.com/vi/APHgDFRpCi0/default.jpg","1.1"
"KPqtlI3aJIE","Sam Smith - Too Good At Goodbyes (Live From Hackney Round Chapel)","SamSmithWorldVEVO",10,"Sam|Smith|Too|Good|At|Goodbyes|Capitol|Pop",2005892,110797,646,5211,"https://i.ytimg.com/vi/KPqtlI3aJIE/default.jpg","1.1"
"5Wiio4KoGe8","Maroon 5 - What Lovers Do ft. SZA","Maroon5VEVO",10,"Maroon|What|Lovers|Do|222|Records/Interscope|Records|Pop",4056336,193344,3591,10787,"https://i.ytimg.com/vi/5Wiio4KoGe8/default.jpg","1.1"
"8rhb5wTCero","dodie - 6/10","dodieVEVO",10,"dodie|6/10|Ditto|Music|Singer-Songwriter",428814,74994,442,7933,"https://i.ytimg.com/vi/8rhb5wTCero/default.jpg","1.1"
"8rhb5wTCero","dodie - 6/10","dodieVEVO",10,"dodie|6/10|Ditto|Music|Singer-Songwriter",229118,52281,215,6355,"https://i.ytimg.com/vi/8rhb5wTCero/default.jpg","30.09"
"APHgDFRpCi0","J Balvin, Willy William - Mi Gente featuring Beyoncé","jbalvinVEVO",10,"Balvin|Willy|William|Mi|Gente|featuring|Beyoncé|EMI|Latin|(LAT)|Latino",1250899,109528,4626,11263,"https://i.ytimg.com/vi/APHgDFRpCi0/default.jpg","29.09"
"5Wiio4KoGe8","Maroon 5 - What Lovers Do ft. SZA","Maroon5VEVO",10,"Maroon|What|Lovers|Do|222|Records/Interscope|Records|Pop",1502298,123026,1870,9615,"https://i.ytimg.com/vi/5Wiio4KoGe8/default.jpg","29.09"
"APHgDFRpCi0","J Balvin, Willy William - Mi Gente featuring Beyoncé","jbalvinVEVO",10,"Balvin|Willy|William|Mi|Gente|featuring|Beyoncé|EMI|Latin|(LAT)|Latino|Beyonce|Cristiano Ronaldo|Llane Piso|Malu Trevejo|Neymar|Annita|Gianluca Vacchi|Yandel|David Guetta|Martin Garrix|DanceOn|Dj Pope|Diplo|Offical Video|Video Oficial|J Balvin|Mi Gente Remix|Tiesto|Cedric Gervais|Steve Aoki|Bad Bunny|Magga Braco|Jesse & Joy|Lele Pons|Silvestre dangond|Dj Luian|Matt Steffanina|Jean Rodriguez|36",7440958,299299,14152,26359,"https://i.ytimg.com/vi/APHgDFRpCi0/default.jpg","30.09"
"5Wiio4KoGe8","Maroon 5 - What Lovers Do ft. SZA","Maroon5VEVO",10,"Maroon|What|Lovers|Do|222|Records/Interscope|Records|Pop",2959390,169645,2961,11739,"https://i.ytimg.com/vi/5Wiio4KoGe8/default.jpg","30.09"
"G_SjnHwxWMU","Noah Cyrus - Again ft. XXXTENTACION","NoahCyrusVEVO",10,"Noah Cyrus|Noah Cyrus Again|XXXTENTACION|Jahseh Onfroy|young dagger dick|xiller|Miley Cyrus|Cyrus|Miley Cyrus sister|Make Me Cry|Noah Cyrus Make Me Cry|Labrinth Make Me Cry|pop|R&B|producer|singer|almost famous|NC17|NC-17|Stay together|Again Noah Cyrus|Again XXXTENTACION|tell me that you love me again|kodak black|Onfroy|Jocelyn Flores|17|Again|Noah Cyrus feat. XXXTENTACION|Pop|Records|LLC",4261673,236759,8442,16872,"https://i.ytimg.com/vi/G_SjnHwxWMU/default.jpg","27.09"
"1yYV9-KoSUM","MACKLEMORE FEAT KESHA - GOOD OLD DAYS (OFFICIAL MUSIC VIDEO)","Macklemore LLC",10,"Mackelmore|Thrift Shop|Cant Hold Us|Can't Hold Us|Same Love|Seattle|Downtown|Macklemore Downtown|Macklemore & Ryan Lewis|Ryan Lewis|White Walls|Glorious|Music Video|Marmalade|marmelade|Lil Yachty|Yachty|Yahcty|Lil' Yachty|Lil Boat|The Heist|Heist|Hiest|Unruly Mess|Dance Off|Kesha|tik tok|offset|skylar",3528210,143035,1738,5724,"https://i.ytimg.com/vi/1yYV9-KoSUM/default.jpg","27.09"
"04UjShXZbD0","Melanie Martinez - Mad Hatter [Official Video]","melanie martinez",10,"melanie martinez|cry baby|mad hatter|official video|pop|atlantic records|wmg|warner music group|dollhouse",7016961,921577,12496,132061,"https://i.ytimg.com/vi/04UjShXZbD0/default.jpg","28.09"
"iKzRIweSBLA","Ed Sheeran - Perfect [Official Lyric Video]","Ed Sheeran",10,"edsheeran|ed sheeran|acoustic|live|cover|official|remix|official video|lyrics|session",9697462,461378,4812,18482,"https://i.ytimg.com/vi/iKzRIweSBLA/default.jpg","28.09"
"1NyMSWqIJDQ","Danielle Bregoli is BHAD BHABIE “Hi Bich / Whachu Know” (Official Music Video)","Bhad Bhabie",10,"danielle bregoli|cash me ousside|cash me outside|dr phil|how bow dah|bhad bhabie|cashmeousside|hi bich|hi bitch|what you know|watch now|heaux|these heaux|these hoes|hi bich music video|hi bitch music video|horse music video|danielle bregoli these heaux|Danielle Bregoli song|these heaux 2017|these hoes 2017|music|new music|hip hop|whit horse|white porsche song|hi bich song|hi bich video|hi bitch video|new danielle bregoli|whachu know",12115465,379224,135925,66509,"https://i.ytimg.com/vi/1NyMSWqIJDQ/default.jpg","28.09"
"04UjShXZbD0","Melanie Martinez - Mad Hatter [Official Video]","melanie martinez",10,"melanie martinez|cry baby|mad hatter|official video|pop|atlantic records|wmg|warner music group|dollhouse",6545187,902166,11979,129768,"https://i.ytimg.com/vi/04UjShXZbD0/default.jpg","27.09"
"iKzRIweSBLA","Ed Sheeran - Perfect [Official Lyric Video]","Ed Sheeran",10,"edsheeran|ed sheeran|acoustic|live|cover|official|remix|official video|lyrics|session",8617304,442416,4469,18100,"https://i.ytimg.com/vi/iKzRIweSBLA/default.jpg","27.09"
"1NyMSWqIJDQ","Danielle Bregoli is BHAD BHABIE “Hi Bich / Whachu Know” (Official Music Video)","Bhad Bhabie",10,"danielle bregoli|cash me ousside|cash me outside|dr phil|how bow dah|bhad bhabie|cashmeousside|hi bich|hi bitch|what you know|watch now|heaux|these heaux|these hoes|hi bich music video|hi bitch music video|horse music video|danielle bregoli these heaux|Danielle Bregoli song|these heaux 2017|these hoes 2017|music|new music|hip hop|whit horse|white porsche song|hi bich song|hi bich video|hi bitch video|new danielle bregoli|whachu know",10889859,356692,129008,62047,"https://i.ytimg.com/vi/1NyMSWqIJDQ/default.jpg","27.09"
"-jFgNreZPf0","ASKING ALEXANDRIA - Into The Fire (Official Music Video)","SumerianRecords",10,"Asking Alexandria|Into The Fire|Sumerian Records|Sumerian|AA|AA Family|Danny Worsnop|Ben Bruce|Cameron Liddell|Sam Bettley|James Cassells|New Single|New Asking Alexandria|New Song 2017|Asking Alexandria 2017|Official Music Video",1530990,86275,2583,9328,"https://i.ytimg.com/vi/-jFgNreZPf0/default.jpg","27.09"
"G_SjnHwxWMU","Noah Cyrus - Again ft. XXXTENTACION","NoahCyrusVEVO",10,"Noah Cyrus|Noah Cyrus Again|XXXTENTACION|Jahseh Onfroy|young dagger dick|xiller|Miley Cyrus|Cyrus|Miley Cyrus sister|Make Me Cry|Noah Cyrus Make Me Cry|Labrinth Make Me Cry|pop|R&B|producer|singer|almost famous|NC17|NC-17|Stay together|Again Noah Cyrus|Again XXXTENTACION|tell me that you love me again|kodak black|Onfroy|Jocelyn Flores|17|Again|Noah Cyrus feat. XXXTENTACION|Pop|Records|LLC",3469580,207473,7250,14066,"https://i.ytimg.com/vi/G_SjnHwxWMU/default.jpg","26.09"
"-jFgNreZPf0","ASKING ALEXANDRIA - Into The Fire (Official Music Video)","SumerianRecords",10,"Asking Alexandria|Into The Fire|Sumerian Records|Sumerian|AA|AA Family|Danny Worsnop|Ben Bruce|Cameron Liddell|Sam Bettley|James Cassells|New Single|New Asking Alexandria|New Song 2017|Asking Alexandria 2017|Official Music Video",1372349,82247,2428,9074,"https://i.ytimg.com/vi/-jFgNreZPf0/default.jpg","26.09"
"1yYV9-KoSUM","MACKLEMORE FEAT KESHA - GOOD OLD DAYS (OFFICIAL MUSIC VIDEO)","Macklemore LLC",10,"Mackelmore|Thrift Shop|Cant Hold Us|Can't Hold Us|Same Love|Seattle|Downtown|Macklemore Downtown|Macklemore & Ryan Lewis|Ryan Lewis|White Walls|Glorious|Music Video|Marmalade|marmelade|Lil Yachty|Yachty|Yahcty|Lil' Yachty|Lil Boat|The Heist|Heist|Hiest|Unruly Mess|Dance Off|Kesha|tik tok|offset|skylar",3309201,138848,1667,5630,"https://i.ytimg.com/vi/1yYV9-KoSUM/default.jpg","26.09"
"ljXSjIph5ZM","Niall Horan - Too Much To Ask (Official)","NiallHoranVEVO",10,"Niall|Horan|Too|Much|To|Ask|Capitol|Records|(US1A)|Pop|Niall Horan|Too Much To Ask|Too Much Too Ask|To Much To Ask|To Much Too Ask|TMTA|Official Video|Official|Video|Flicker",4319116,421504,1557,31538,"https://i.ytimg.com/vi/ljXSjIph5ZM/default.jpg","26.09"
"iKzRIweSBLA","Ed Sheeran - Perfect [Official Lyric Video]","Ed Sheeran",10,"edsheeran|ed sheeran|acoustic|live|cover|official|remix|official video|lyrics|session",7473152,420607,4047,17556,"https://i.ytimg.com/vi/iKzRIweSBLA/default.jpg","26.09"
"1NyMSWqIJDQ","Danielle Bregoli is BHAD BHABIE “Hi Bich / Whachu Know” (Official Music Video)","Bhad Bhabie",10,"danielle bregoli|cash me ousside|cash me outside|dr phil|how bow dah|bhad bhabie|cashmeousside|hi bich|hi bitch|what you know|watch now|heaux|these heaux|these hoes|hi bich music video|hi bitch music video|horse music video|danielle bregoli these heaux|Danielle Bregoli song|these heaux 2017|these hoes 2017|music|new music|hip hop|whit horse|white porsche song|hi bich song|hi bich video|hi bitch video|new danielle bregoli|whachu know",9671394,333625,121204,59217,"https://i.ytimg.com/vi/1NyMSWqIJDQ/default.jpg","26.09"
"PbW14E2eHJ0","Zedd, Liam Payne - Get Low (Street Video)","ZEDDVEVO",10,"Zedd Get Low|Get Low Zedd|Get Low Zedd and Liam Payne|Liam Payne and Zedd Get Low|Get low street performance|get low in london|Get Low official music video|music video|Get Low official|Get Low Music video|Get Low London|Get Low Dance|Liam Payne Get Low|Get Low Liam Payne|Zedd|Liam Payne|zedd and Liam Payne|Get Low|Liam and Zedd|liam 1d|getlow|liam payne and zedd|zedd liam|one direction|London|zedd liam in london|hands",2745752,166751,1909,5102,"https://i.ytimg.com/vi/PbW14E2eHJ0/default.jpg","24.09"
"iKzRIweSBLA","Ed Sheeran - Perfect [Official Lyric Video]","Ed Sheeran",10,"edsheeran|ed sheeran|acoustic|live|cover|official|remix|official video|lyrics|session",6233442,391408,3472,19706,"https://i.ytimg.com/vi/iKzRIweSBLA/default.jpg","25.09"
"1NyMSWqIJDQ","Danielle Bregoli is BHAD BHABIE “Hi Bich / Whachu Know” (Official Music Video)","Bhad Bhabie",10,"danielle bregoli|cash me ousside|cash me outside|dr phil|how bow dah|bhad bhabie|cashmeousside|hi bich|hi bitch|what you know|watch now|heaux|these heaux|these hoes|hi bich music video|hi bitch music video|horse music video|danielle bregoli these heaux|Danielle Bregoli song|these heaux 2017|these hoes 2017|music|new music|hip hop|whit horse|white porsche song|hi bich song|hi bich video|hi bitch video|new danielle bregoli|whachu know",8266750,306401,105782,57706,"https://i.ytimg.com/vi/1NyMSWqIJDQ/default.jpg","25.09"
"-jFgNreZPf0","ASKING ALEXANDRIA - Into The Fire (Official Music Video)","SumerianRecords",10,"Asking Alexandria|Into The Fire|Sumerian Records|Sumerian|AA|AA Family|Danny Worsnop|Ben Bruce|Cameron Liddell|Sam Bettley|James Cassells|New Single|New Asking Alexandria|New Song 2017|Asking Alexandria 2017|Official Music Video",1191098,77441,2248,8781,"https://i.ytimg.com/vi/-jFgNreZPf0/default.jpg","25.09"
"1yYV9-KoSUM","MACKLEMORE FEAT KESHA - GOOD OLD DAYS (OFFICIAL MUSIC VIDEO)","Macklemore LLC",10,"Mackelmore|Thrift Shop|Cant Hold Us|Can't Hold Us|Same Love|Seattle|Downtown|Macklemore Downtown|Macklemore & Ryan Lewis|Ryan Lewis|White Walls|Glorious|Music Video|Marmalade|marmelade|Lil Yachty|Yachty|Yahcty|Lil' Yachty|Lil Boat|The Heist|Heist|Hiest|Unruly Mess|Dance Off|Kesha|tik tok|offset|skylar",3062496,133447,1585,5446,"https://i.ytimg.com/vi/1yYV9-KoSUM/default.jpg","25.09"
"G_SjnHwxWMU","Noah Cyrus - Again ft. XXXTENTACION","NoahCyrusVEVO",10,"Noah Cyrus|Noah Cyrus Again|XXXTENTACION|Jahseh Onfroy|young dagger dick|xiller|Miley Cyrus|Cyrus|Miley Cyrus sister|Make Me Cry|Noah Cyrus Make Me Cry|Labrinth Make Me Cry|pop|R&B|producer|singer|almost famous|NC17|NC-17|Stay together|Again Noah Cyrus|Again XXXTENTACION|tell me that you love me again|kodak black|Onfroy|Jocelyn Flores|17|Again|Noah Cyrus feat. XXXTENTACION|Pop|Records|LLC",2615972,172668,5840,11871,"https://i.ytimg.com/vi/G_SjnHwxWMU/default.jpg","25.09"
"ljXSjIph5ZM","Niall Horan - Too Much To Ask (Official)","NiallHoranVEVO",10,"Niall|Horan|Too|Much|To|Ask|Capitol|Records|(US1A)|Pop|Niall Horan|Too Much To Ask|Too Much Too Ask|To Much To Ask|To Much Too Ask|TMTA|Official Video|Official|Video|Flicker",3877797,408770,1451,30827,"https://i.ytimg.com/vi/ljXSjIph5ZM/default.jpg","25.09"
"ljXSjIph5ZM","Niall Horan - Too Much To Ask (Official)","NiallHoranVEVO",10,"Niall|Horan|Too|Much|To|Ask|Capitol|Records|(US1A)|Pop|Niall Horan|Too Much To Ask|Too Much Too Ask|To Much To Ask|To Much Too Ask|TMTA|Official Video|Official|Video|Flicker",3297302,390556,1321,34030,"https://i.ytimg.com/vi/ljXSjIph5ZM/default.jpg","24.09"
"paXOkGMyG8M","Sia - Rainbow (From The 'My Little Pony: The Movie' Official Soundtrack) (Official Video)","SiaVEVO",10,"Hasbro|Inc./RCA Records|Rainbow|(From|The|Original|Motion|Picture|Soundtrack|'My|Little|Pony:|Movie')|Sia|Soundtracks",3355834,163795,2942,10368,"https://i.ytimg.com/vi/paXOkGMyG8M/default.jpg","24.09"
"paXOkGMyG8M","Sia - Rainbow (From The 'My Little Pony: The Movie' Official Soundtrack) (Official Video)","SiaVEVO",10,"Hasbro|Inc./RCA Records|Rainbow|(From|The|Original|Motion|Picture|Soundtrack|'My|Little|Pony:|Movie')|Sia|Soundtracks",2935645,153345,2741,10270,"https://i.ytimg.com/vi/paXOkGMyG8M/default.jpg","23.09"
"Tm8LGxTLtQk","One More Light (Official Video) - Linkin Park","Linkin Park",10,"Linkin Park|Chester Bennington|One More Light|Music Video|Official|Mike Shinoda|Brad Delson|Joe Hahn|Dave Farrell|Phoenix|Rob Bourdon|New Song|New Album|Live",8134428,624601,6011,53798,"https://i.ytimg.com/vi/Tm8LGxTLtQk/default.jpg","23.09"
"J_ub7Etch2U","Sam Smith - Too Good At Goodbyes (Official Video)","SamSmithWorldVEVO",10,"Sam|Smith|Too|Good|At|Goodbyes|Capitol|Pop|sam smith|sam smith album|sam smith live|sam smith lyrics|sam smith songs|sam smith stay with me|stay with me|too good at goodbyes",14077967,452820,9551,21059,"https://i.ytimg.com/vi/J_ub7Etch2U/default.jpg","23.09"
"1NyMSWqIJDQ","Danielle Bregoli is BHAD BHABIE “Hi Bich / Whachu Know” (Official Music Video)","Bhad Bhabie",10,"danielle bregoli|cash me ousside|cash me outside|dr phil|how bow dah|bhad bhabie|cashmeousside|hi bich|hi bitch|what you know|watch now|heaux|these heaux|these hoes|hi bich music video|hi bitch music video|horse music video|danielle bregoli these heaux|Danielle Bregoli song|these heaux 2017|these hoes 2017|music|new music|hip hop|whit horse|white porsche song|hi bich song|hi bich video|hi bitch video|new danielle bregoli|whachu know",6655953,272752,84310,47362,"https://i.ytimg.com/vi/1NyMSWqIJDQ/default.jpg","24.09"
"iKzRIweSBLA","Ed Sheeran - Perfect [Official Lyric Video]","Ed Sheeran",10,"edsheeran|ed sheeran|acoustic|live|cover|official|remix|official video|lyrics|session",4864110,351899,2744,18272,"https://i.ytimg.com/vi/iKzRIweSBLA/default.jpg","24.09"
